CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion
1058141-16-LR25,“Contrato de Suministro de Nivolumab para requerimientos del Hospital Carlos Van Buren”,5,2025-09-15T16:04:00,Publicada,"Las presentes Bases Administrativas tienen por objeto regular el llamado a Propuesta Pública para contratar un suministro de Nivolumab 100 mg y Nivolumab 40 mg para requerimientos del Hospital Carlos Van Buren, lo que se singulariza en las Bases Administrativas y en las Bases Técnicas de la Propuesta."
1063796-5-LE25,Arriendo de Maquinaria para Trabajos en la comuna,5,2025-08-25T15:30:00,Publicada,Se necesita el arriendo de maquinaria para trabajos en la comuna
1069417-58-LE25,CONTRATO DE SUMINISTRO DE SERVICIOS DE RADIOGRAFÍAS DE CADERA,5,2025-08-21T09:30:00,Publicada,"La Ilustre Municipalidad de Chillán, en adelante “la Municipalidad”, por intermedio de la Dirección de Salud (DAS o DISAMU), invita a participar a los oferentes de ChileCompra en la licitación pública para contratar “SERVICIOS DE RADIOGRAFÍAS DE CADERA, PARA LOS CESFAM DEPENDIENTES DE LA DIRECCIÓN DE SALUD DE LA ILUSTRE MUNICIPALIDAD DE CHILLÁN”, mediante un Contrato de Suministro, con una vigencia de 24 meses, para establecimientos y unidades dependientes de la Dirección de Salud Municipal de Chillán, esto según el detalle adjunto en las Bases Administrativas y Técnicas. Las presentes Bases Administrativas, Bases Técnicas, Anexos, Aclaraciones, Oferta Técnica y Económica, formarán parte integrante del contrato que la Dirección de Salud Municipal de Chillán celebre con el adjudicatario de esta propuesta pública."
1070-20-LE25,Adquisición de Filtros para Maquinaria.,8,2025-07-28T16:30:00,Adjudicada,Adquisición de Filtros para Camiones Freigthliner pertenecientes a la Dirección de Vialidad Oficina Provincial de Magallanes.
1070329-14-LE25,SEGUNDO CONVENIO MANTENIMIENTO EQUIPOS MÉDICOS,8,2025-08-06T15:00:00,Adjudicada,"Efectuar el mantenimiento preventivo, yo correctivo al equipamiento clínico del CESFAM LIRQUEN, en función a lo indicado en las pautas técnicas de cada fabricante. Emitir informes técnicos de los trabajos realizados, detallando el estado en que se encuentra el equipo, asegurar el rendimiento óptimo, entregando una copia a la unidad técnica del establecimiento."
1070620-122-LP25,SSC SUMINISTRO DE PREPARADOS MAGISTRALES,6,2025-08-14T15:00:00,Cerrada,"Que, la necesidad u objetivo de la presente contratación se sustenta en que los medicamentos y solicitados constituyen una herramienta fundamental del tratamiento de pacientes hospitalizados y en control ambulatorio por lo que es necesario contar con disponibilidad de los productos para satisfacer adecuadamente las necesidades de la atención oportuna en salud. Que, cabe señalar que no es posible su adquisición por vía CENABAST, por constituir un preparado farmacéutico elaborado en un recetario magistral a partir de una receta médica individualizada, de acuerdo al Decreto N° 79 que establece el Reglamento Aplicable a la elaboración de Preparados Farmacéuticos en Recetarios de Farmacia."
1075956-8-LE25,MATERIALES DE OFICINA PARA 27 SALAS DE FAMILIA” - DEPARTAMENTO PROTECCIÓN DE LA FAMILIA Y GRUPOS VULNERABLES DE CARABINEROS DE CHILE - SEGÚN BASES DE LICITACIÓN Y ANEXOS QUE SE ADJUNTAN -,8,2025-07-29T17:00:00,Adjudicada,"""MATERIALES DE OFICINA PARA 27 SALAS DE FAMILIA” - DEPARTAMENTO PROTECCIÓN DE LA FAMILIA Y GRUPOS VULNERABLES DE CARABINEROS DE CHILE - SEGÚN BASES DE LICITACIÓN Y ANEXOS QUE SE ADJUNTAN -"
1075963-128-LQ25,CONVENIO DE SUMINISTRO FÁRMACO TERAPIA ANTICONVULSIVANTE  TERAPIA HORMONAL Y VASOPRESINA,8,2025-06-18T17:30:00,Adjudicada,"CONVENIO DE SUMINISTRO FÁRMACO TERAPIA ANTICONVULSIVANTE , TERAPIA HORMONAL Y VASOPRESINA SE DEBEN ADJUNTAR TODOS LOS ANEXOS CON SUS RESPECTIVAS FIRMAS DEL REPRESENTANTE LEGAL. SEGÚN LO INDICADO EN BASES ADMINISTRATIVA ART N°13: DE LA PRESENTACIÓN DE LA PROPUESTA. ADEMÁS, ADJUNTA LA ESCRITURA DE REPRESENTANTE LEGAL DE LA EMPRESA (ACTUALIZADA), CERTIFICADO DE VIGENCIA DE PODERES (CON VIGENCIA DE 3 MESES DESDE SU EMISIÓN), COPIA DE LA BOLETA DE SERIEDAD DE LA OFERTA EN LOS ARCHIVO ADJUNTO Y LA ESCRITURA DE CONSTITUCIÓN DE LA SOCIEDAD ACTUALIZADA EN LA CUAL ESTÁN LOS REPRESENTANTE LEGALES. ADEMAS, ANEXAR EL PACTO DE INTEGRIDAD Y LOS DOCUMENTO QUE VERIFIQUEN QUE ESTE ESTA EN CONOCIMIENTO EN LA EMPRESA. EN EL CASO DE QUE LA BOLETA DE GARANTÍA DE SERIEDAD DE LA OFERTA SEA EN FÍSICO, ÉSTA DEBERÁ SER ENVIADA A LA SIGUIENTE DIRECCIÓN: 18 DE SEPTIEMBRE Nº 1000, ARICA A NOMBRE DE LA SRA. TERESA ROMERO, CR DE ABASTECIMIENTO. ADEMAS, EN EL CASO DE QUE LA BOLETA DE GARANTÍA DE SERIEDAD DE LA OFERTA SEA EMITIDA EN FORMA ELECTRÓNICA, ÉSTA DEBERÁ SER ENVIADA A LOS SIGUIENTES CORREOS: teresa.romero@hjnc.cl, rodrigo.soriano@hjnc.cl, roberto.gutierrez@hjnc.cl, daniela.fernandez@hjnc.cl, herman.geraldo.1@hjnc.cl."
1075963-276-LE25,CONVENIO MANTENCION PREVENTIVA Y CORRECTIVA EQUIPO ECOGRAFO MARCA EDAN MODELO LX2 POR 36 MESES,7,2025-08-14T18:01:26.407,Desierta (o art. 3 ó 9 Ley 19.886),"CONVENIO MANTENCION PREVENTIVA Y CORRECTIVA EQUIPO ECOGRAFO MARCA EDAN MODELO LX3, POR 36 MESES"
1075963-279-LE25,TERCER LLAMADO: CONVENIO CALIBRACIÓN MANTENCION PREVENTIVA Y CORRECTIVA EQUIPOS DE AUDIOMETRIA POR 36 MESES,5,2025-08-25T15:00:00,Publicada,"TERCER LLAMADO: CONVENIO CALIBRACIÓN, MANTENCION PREVENTIVA Y CORRECTIVA EQUIPOS DE AUDIOMETRIA, POR 36 MESES"
1075963-281-LE25,CAJA EN TRANSITO PARA CIRUGIAS DE PECTUS EXCAVATUM CARINATUM,5,2025-08-25T15:01:00,Publicada,CAJA EN TRANSITO PARA CIRUGIAS DE PECTUS EXCAVATUM CARINATUM
1075963-288-L125,"SERVICIO DE ARRIENDO CON OPCIÓN DE COMPRA EQUIPOS UPS CON POTENCIA, POR 3 MESES. ",7,2025-08-14T17:55:27.587,,
1075963-30-LE25,ADQUISICION DE UTENSILIOS DESECHABLES Y O BIODEGRA,8,2025-07-31T17:40:00,Adjudicada,ADQUISICION DE UTENSILIOS DESECHABLES Y/O BIODEGRADABLES PARA EL HOSPITAL DR. JUAN NOÉ CREVANI
1077908-13-LR25,SERV. DE VIGILANCIA Y SEGURIDAD PARA EL C.O.N.,8,2025-07-14T15:05:00,Adjudicada,"SERVICIO DE VIGILANCIA Y SEGURIDAD PARA EL CENTRO ONCOLÓGICO DEL NORTE. Contar con una empresa especializada que garantice la vigilancia y seguridad de las instalaciones y del personal que realiza labores en el establecimiento, de acuerdo a la directiva que se describe en las Bases técnicas, y que forma parte de la presente licitación."
1077920-15-LE25,2DO. LLAMADO DE SUEROS DEL ARSENAL FARMACOLOGICO,8,2025-08-05T09:30:00,Adjudicada,"SEGUNDO LLAMADO DE SUEROS DEL ARSENAL FARMACOLOGICO DEL CENTRO ONCOLOGICO DEL NORTE. El objetivo de la presente Licitación es realizar un Convenio con aquellos proveedores que resulten adjudicados a fin de asegurar en cantidad, calidad y oportunidad, el suministro de sueros necesarios para la resolución de la demanda asistencial de las Unidades Clínicas del Centro Oncológico del Norte."
1078177-51-LE25,ADQUISICIÓN DE REPUESTOS PARA EL Z-10210 AP-1649 AP-3103 Z-5612 Z-5613 Z-5862 Z- 7934 Y RP-6182 RESPECTIVAMENTE DE CARGO DE DIFERENTES UNIDADES DE LA ZONA CARABINEROS ARAUCANÍA,5,2025-08-25T16:00:00,Publicada,"ADQUISICIÓN DE REPUESTOS PARA EL Z-10210, AP-1649, AP-3103, Z-5612, Z-5613, Z-5862, Z- 7934 Y RP-6182 RESPECTIVAMENTE, DE CARGO DE DIFERENTES UNIDADES DE LA ZONA CARABINEROS ARAUCANÍA"
1078177-52-LE25,ADQUISICIÓN SERVICIOS DE REPARACIÓN PARA EL AP-2260 DE CARGO S.E.B.V. AP-2324 DE CARGO TENENCIA GALVARINO AP-2121  DE CARGO SIP 8VA. COMISARIA TEMUCO Y RP-5031 DE CARGO TENENCIA CARRETERAS CAUTIN,5,2025-08-25T16:00:00,Publicada,"ADQUISICIÓN SERVICIOS DE REPARACIÓN PARA EL AP-2260, DE CARGO S.E.B.V., AP-2324 DE CARGO TENENCIA GALVARINO, AP-2121 , DE CARGO SIP 8VA. COMISARIA TEMUCO Y RP-5031 DE CARGO TENENCIA CARRETERAS CAUTIN"
1078397-1-LE25,ADQ DE KIT EDUCATIVOS PERSONAS MAYORES Y NIÑOS,5,2025-08-29T15:30:00,Publicada,"El Servicio Nacional del Adulto Mayor, en adelante SENAMA, llama a presentar propuestas para la “ADQUISICIÓN DE KIT EDUCATIVOS PARA PERSONAS MAYORES VOLUNTARIAS Y NIÑASOS QUE PARTICIPAN EN EL PROGRAMA VOLUNTARIADO PAÍS DE MAYORES”, de acuerdo con los requerimientos técnicos que se explicitan en las presentes Bases de Licitación."
1079454-12-LE25,SERVICIO MANT. EQUIPOS DE ADN LABOCAR ANTOF.,5,2025-08-25T15:03:00,Publicada,ADQUISICIÓN DEL SERVICIO DE MANTENCIÓN PREVENTIVA DE LOS EQUIPOS DE LABORATORIO DE GENÉTICA FORENSE DE LA SECCIÓN CRIMINALÍSTICA ANTOFAGASTA SEGÚN N.C.U.:232255292.
1079505-25-LE25,REPARACIÓN TECHUMBRE CUARTEL LA ESTRELLA,6,2025-08-14T15:30:00,Cerrada,SE REQUIERE CONTRATAR EL SERVICIO DE REPARACIÓN DE TECHUMBRE PARA EL CUARTEL LA ESTRELLA
1079516-34-LE25,REPARACION VEHICULO FISCAL RP-6177 DE LA TENENCIA REÑACA,6,2025-08-14T15:05:00,Cerrada,REPARACION VEHICULO FISCAL RP-6177 DE LA TENENCIA REÑACA
1079566-19-LE25,ADQUISICION DE UTILES QUIRURGICOS,8,2025-07-21T15:00:00,Adjudicada,ADQUISICION DE UTILES QUIRURGICOS DESTINADOS A LAS UNIDADES ESPECIALIZADAS
1079576-32-LE25,ADQUISICIÓN CURSO BÁSICO DE CONCIENTIZACIÓN Y BUENAS PRÁCTICAS EN CIBERSEGURIDAD,8,2025-07-14T15:01:00,Adjudicada,ADQUISICIÓN CURSO BÁSICO DE CONCIENTIZACIÓN Y BUENAS PRÁCTICAS EN CIBERSEGURIDAD PARA LA PREFECTURA DE CARABINEROS TALCAHUANO N°30
1079650-51-LE25,Adquisición centrifuga concentradora para el HGGB,6,2025-08-14T15:00:00,Cerrada,Adquisición centrifuga concentradora para el HGGB
1079659-26-LE25,ADQUISICIÓN DEL SERVICIO DE REPARACIÓN DEL VEHÍCULO POLICIAL B-359 DE LA 2DA. COMISARIA C.O.P. PAILAHUEQUE.,6,2025-08-14T18:00:00,Cerrada,ADQUISICIÓN DEL SERVICIO DE REPARACIÓN DEL VEHÍCULO POLICIAL B-359 DE LA 2DA. COMISARIA C.O.P. PAILAHUEQUE.
1079659-29-LE25,SERVICIO DE ARRIENDO DE LICENCIAS PARA CAMARAS AXON FLEX 2 DE LA ZONA ARAUCANÍA CONTROL ORDEN PÚBLICO.,5,2025-08-25T18:00:00,Publicada,SERVICIO DE ARRIENDO DE LICENCIAS PARA CAMARAS AXON FLEX 2 DE LA ZONA ARAUCANÍA CONTROL ORDEN PÚBLICO.
1079694-28-LE25,ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN,6,2025-08-14T15:00:00,Cerrada,Se requiere efectuar la adquisición de materiales de construcción destinados al mantenimiento y reparación de destacamentos fronterizos de la Zona de Carabineros de Los Ríos.
1079694-37-LE25,REPARACIÓN DE VEHÍCULOS POLICIALES,5,2025-08-27T15:01:00,Publicada,"Se requiere efectuar la reparación de vehículos policiales de cargo de unidades y destacamentos dependientes de la Prefectura Valdivia N 23, con la finalidad de mantener los vehículos policiales en óptimas condiciones para el desarrollo de los servicios policiales."
1079713-28-LE25,CONTRATACIÓN PRESTACIÓN DE SERVICIO ALIMENTOS 39 COM. DE EL BOSQUE,8,2025-06-23T17:00:00,Adjudicada,SE REQUIERE LA CONTRATACIÓN PRESTACIÓN DE SERVICIO ALIMENTOS 39 COM. DE EL BOSQUE. MONTO DISPONIBLE: $30.817.500
1079713-34-LE25,CONTRATACIÓN PRESTACIÓN DE SERVICIO ALIMENTOS 31 COM. SAN RAMON,6,2025-08-14T15:30:00,Cerrada,CONTRATACIÓN PRESTACIÓN DE SERVICIO ALIMENTOS 31 COM. SAN RAMON CONFORME ANEXOS QUE SE ADJUNTAN
1079713-35-LE25,CONTRATACIÓN DE SERVICIO DE REPARACIÓN CAJAS DE CAMBIO PARQUE VEHICULAR ZONA ESTE,6,2025-08-14T15:00:00,Cerrada,CONTRATACIÓN DE SERVICIO DE REPARACIÓN CAJAS DE CAMBIO PARQUE VEHICULAR ZONA ESTE (Z-8780/ RP-6162/ RP-6114/ Z-8608/ RP-6231)
1079713-37-LE25,SERVICIO DE REPARACIÓN VEHÍCULOS BLINDADOS DE LAS UNIDADES DEPENDIENTES DE LA PRECTURA SANTIAGO SUR,5,2025-08-25T15:00:00,Publicada,"SERVICIO DE REPARACIÓN VEHÍCULOS BLINDADOS DE LAS UNIDADES DEPENDIENTES DE LA PRECTURA SANTIAGO SUR, DE LA ZONA SANTIAGO ESTE (J-525/ J-532/ J-844/ J-1194/ J-1209)."
1079713-39-LE25,SERV. REPARACIÓN VEHÍCULOS PREF. ORIENTE,5,2025-08-25T15:00:00,Publicada,"MATERIALIZAR LA CONTRATACIÓN SERVICIO DE REPRACIÓN PARA VEHÍCULOS DE DISTINTAS UNIDADES DE LA PREF. ORIENTE Z-6840, RP-5773, Z-9840, RP6241, Z-9028, CONFORME A LOS REQUERIMEINTOS TÉCNICOS CONTENIDOS EN EL ANEXO NRO. 2."
1079713-41-LE25,SERV. REPARACION VEH. PREF. CORDILLERA,5,2025-08-25T15:00:00,Publicada,"MATERIALIZAR LA CONTRATACION DEL SERVICIO DE REPARACION PARA VEHICULOS POLICIALES DEPENDIENTES DE LA PREFECTURA CORDILLERA RP-6325, RP-6324, Z-8541, RP-6067, Z-8777, CONFORME A LOS REQUERIMIENTOS TECNICOS CONTENIDOS EN EL ANEXO NRO. 2 ADJUNTO."
1080089-46-LE25,Convenio de Transporte Terrestre Regional,7,2025-08-14T14:09:15.023,Desierta (o art. 3 ó 9 Ley 19.886),"Que, mediante Solicitud de compra N° 8821 emitida por la Subdirección Administrativa y Financiera del Servicio de Salud Magallanes se solicita la contratación de un convenio de transporte terrestre entre las ciudades de Punta Arenas y Puerto Natales, incluyendo el tramo a Villa Tehuelche."
1080251-11-L125,SERVICIOS PROFESIONALES DEL ÁREA FORESTAL PARA EL DEPARTAMENTO DE FISCALIZACIÓN OFICINA PROVINCIAL DEL RANCO.,8,2025-08-11T15:01:00,,
1080286-14-LE25,INSUMOS EQUIPOS ANALIZADORES DE ALCOHOL PREF. OS2,8,2025-07-25T16:00:00,Adjudicada,ADQUISICIÓN DE INSUMOS PARA EQUIPOS ANALIZADORES DE ALCOHOL DE CARGO DE LAS DIFERENTES UNIDADES Y DESTACAMENTOS DE LA INSTITUCIÓN A NIVEL NACIONAL Y SU CALIBRACIÓN.
1080286-15-LE25,ADQUISICION IMPLEMENTOS BRIGADAS ESCOLARES,8,2025-08-04T16:00:00,Adjudicada,"ADQUISICION DE IMPLEMENTOS PARA LAS BRIGADAS ESCOLARES, EN EL MARCO DEL CONVENIO SOMOS BARRIO, PARA EL CENTRO DE FORMACION Y CAPACITACIÓN DE CONDUCTORES"
1080286-16-LE25,DIPLOMADOS PERSONAL PREFECTURA SIAT,8,2025-08-07T16:00:00,Adjudicada,DIPLOMADO RECONSTRUCCIÓN ANALITICA DE ACCIDENTES DE TRANSITO Y DIPLOMADO DE ELECTROMOVILIDAD
1082957-45-LE25,Suscripción a plataforma digital de monitoreo y manejo de redes sociales institucionales de ProChile,8,2025-08-04T15:01:00,Adjudicada,"PROCHILE invita a participar en el proceso de contratación de la suscripción a la plataforma digital de monitoreo y manejo de redes sociales, para difusión de herramientas y servicios para los usuarios de ProChile, por un periodo de 12 meses. “E1O2RT9”."
1083862-3-CO25,CAPACITACIÓN GOBERNANZA TERRITORIAL REG. COQUIMBO,5,2025-08-25T15:00:00,Publicada,"El Ministerio Secretaría General de Gobierno realiza llamado a licitación privada para la contratación de servicios de capacitación y ejecución de Escuela de Dirigentes y Fortalecimiento de Organizaciones Sociales Rurales, para la gobernanza territorial en la Región de Coquimbo."
1091793-3-I225,INDUMENTARIA TRABAJO PARA PESCADORES - MAGALLANES,7,2025-08-14T12:38:18.07,Desierta (o art. 3 ó 9 Ley 19.886),ADQUISICIÓN DE INDUMENTARIA DE TRABAJO Y SEGURIDAD PARA PESCADORES ARTESANALES DE LA REGIÓN DE MAGALLANES
1096-6-O125,ACOMETIDAS DE SERVICIOS BÁSICOS CUARTEL SSEI AEROP,6,2025-08-14T13:00:00,Cerrada,"El proyecto se enfoca en las acometidas de gas y electricidad obras que son complementario al contrato “Mejoramiento Área de Movimiento Aeropuerto Presidente Ibáñez Región de Magallanes Infraestructura Vertical, 3° Llamado”, y considera en lo principal, la construcción de las acometidas de gas y electricidad para alimentar al nuevo cuartel SSEI que se encuentra en ejecución y que es necesario conectar a las redes públicas aledañas de ambos servicios para el normal funcionamiento del mismo."
1097-7-LP25,CONTRUCCIÓN DE EST. METEOROLOGICA VOLCAN LLAIMA,5,2025-09-03T13:18:00,Publicada,"Construcción de una estación meteorológica de alta montaña en el Volcán Llaima, en la Macrozona Glaciológica Sur de Chile, región de La Araucanía, para caracterizar las condiciones climáticas del entorno de los glaciares"
1099402-24-LE25,SERVICIOS ADMINISTRATIVOS SOME ,6,2025-08-14T09:00:00,Cerrada,SE REQUIEREN SERVICIOS ADMINISTRATIVOS 44 HORAS SEMANALES
1107281-2-LP25,SERVICIO DE SEGURIDAD Y GUARDIAS CRI CARILLANCA,8,2025-08-04T16:00:00,Adjudicada,"Proveer el servicio de seguridad y guardias del centro regional de investigación INIA Carillanca, en Km 10, camino Cajón-Vilcún, comuna de Vilcún"
1108338-51-L125,SERVICIO DE ASISTENTE DENTAL PARA EXTENSION,8,2025-08-12T17:46:00,Adjudicada,SERVICIO DE ASISTENTE DENTAL PARA EXTENSION
1110404-113-LE25,SERVICIO DE BUSES DE ACERCAMIENTO PARA ESTUDIANTES DE LA ESCUELA PAMPA ALGODONAL Y ESCUELA MANUEL RODRIGUEZ ERDOYZA PERTENECIENTES AL SLEP DE CHINCHORRO ARICA,5,2025-08-21T10:00:00,Publicada,"SERVICIO DE BUSES DE ACERCAMIENTO PARA ESTUDIANTES DE LA ESCUELA PAMPA ALGODONAL Y ESCUELA MANUEL RODRIGUEZ ERDOYZA PERTENECIENTES AL SLEP DE CHINCHORRO, ARICA"
1111089-16-LE25,Servicio Mantención cámaras de vigilancia en ANID,8,2025-06-12T15:00:00,Adjudicada,"La Agencia Nacional de Investigación y Desarrollo, ANID, requiere contratar contratar el servicio de inspección, revisión y mantención técnica destinado a los Sistemas de Seguridad del Edificio de ANID, ubicado en Moneda 1375, comuna de Santiago, comprendiendo los subsistemas de “CCTV digital” y “Citofonía”, de acuerdo a las condiciones y especificaciones técnicas descritas."
1111089-17-LE25,SERVICIO DE MANTENCION DE BOMBAS DE AGUA PARA ANID,7,2025-08-14T11:50:38.687,Desierta (o art. 3 ó 9 Ley 19.886),"Se solicita licitación mantención preventiva de sala de bombas de agua para el edificio de ANID, de acuerdo, a las siguientes especificaciones técnicas."
1111432-33-L125,SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA A REQUERIMIENTO DE GRUPOS ELECTROGENOS DEL CESFAM SAN FELIPE EL REAL,15,2025-08-14T11:24:17.33,,
1114-23-LE25,ESTUDIO DE PROSPECCIÓN DE AGUAS SUBTERRÁNEAS,8,2025-07-28T15:30:00,Adjudicada,"ESTUDIO DE PROSPECCIÓN DE AGUAS SUBTERRÁNEAS A TRAVÉS DE REGISTRO DE DATOS GEOFÍSICOS, EN SECTORES DE APROVECHAMIENTO COMÚN SHAC MELIPILLA, TIL TIL, RÍO MAIPO Y ESTERO ALHUÉ, REGIÓN METROPOLITANA DE SANTIAGO"
1116007-21-LE25,Servicio de mejoramiento infraestructura,5,2025-08-25T15:01:00,Publicada,Servicio de mejoramiento infraestructura edificio subestación eléctrica aeródromo Guardiamarina Zañartu de Puerto Williams.
1126922-26-LE25,SERVICIO GUARDIAS DE SEGURIDAD PARA SERVICIO LOCAL,5,2025-08-25T15:01:00,Publicada,CONTRATACIÓN DE SERVICIO DE GUARDIAS DE SEGURIDAD PARA OFICINAS DEL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LLANQUIHUE
1134432-30-LE25,Servicio de arriendo de GPS para vehículos municip,8,2025-07-17T15:01:00,Adjudicada,"La Municipalidad de Puchuncaví llama a participar en la Licitación Pública para el Servicio de arriendo de equipos de geolocalización para 53 vehículos municipales, por un periodo de 12 meses, según requerimiento del Área Operativa, de acuerdo con las siguientes Bases Administrativas y Términos Técnicos de Referencia, elaboradas por el Municipio para esta licitación, a través del Portal de Mercado Público."
1145-36-LE25,Adquisición de repuestos para maquinarias extintoras Rosenbauer,8,2025-07-28T15:30:00,Adjudicada,Adquisición de repuestos para maquinarias extintoras Rosenbauer para esta DGAC. (Según bases técnicas adjuntas).
1145-42-LE25,Contratación del servicio de reparación de máquina de rayos X marca Smiths Heimann y portico detector de metales marca CEIA HIPEPTZ.,8,2025-07-31T15:30:00,Adjudicada,"La necesidad de esta DGAC de contratar el servicio de reparación de máquina de rayos x marca Smiths Heimann, modelo 6040i y pórtico detector de metales, marca CEIA HIPE/PTZ."
1145-49-LE25,Repuestos para equipos de comunicaciones,5,2025-08-25T15:30:00,Publicada,La necesidad de esta DGAC de adquirir repuestos para equipos de comunicaciones
1145-5-LE25,Adquisición de Computadores,8,2025-07-14T15:30:00,Adjudicada,"La necesidad de la Dirección General de Aeronáutica Civil, de adquirir computadores de acuerdo a bases técnicas adjuntas."
1147293-16-LE25,PRODUCCIÓN PARTICIPACIÓN FIA FERIAS Y EVENTOS,6,2025-08-14T15:01:00,Cerrada,"La Fundación para la Innovación Agraria, requiere la contratación de servicios de producción para asegurar la participación institucional en ferias y eventos que se llevarán a cabo a lo largo del país durante el segundo semestre del año 2025. Dentro de los servicios solicitados se debe considerar la reserva de espacios, producción y montaje de stands, gestión audiovisual, y desarrollo de material gráfico y promocional, entre otros."
1152-5-O125,MEMORIAL DET. DESAPARECIDOS Y EJECUTADOS POLÍTICOS,6,2025-08-14T11:00:00,Cerrada,"CONSERVACION MEMORIAL DETENIDOS DESAPARECIDOS Y EJECUTADOS POLITICOS, CEMENTERIO GENERAL, SANTIAGO"
1152-6-O125,NORMAL. Y RESTAURACIÓN ACADE - SEGUNDO LLAMADO,5,2025-09-30T11:00:00,Publicada,NORMALIZACIÓN Y RESTAURACIÓN CLUB DE SEPTIEMBRE ACADE – SEGUNDO LLAMADO
1155683-12-L125,“SERVICIO DE ARRIENDO DE 2 AIRES ACONDICIONADO INVERTER CON INSTALACIÓN POR UN PERIODO DE 12 MESES EN OFICINA CONAF ÑUBLE”,8,2025-08-12T15:00:00,,
1164956-34-O125,Mejoramiento Cubiertas Conjunto Hab. San Pablo,5,2025-09-05T10:00:00,Publicada,"Mejoramiento de las cubiertas del Conjunto Habitacional San Pablo, comuna de Lo Prado, en el marco del Plan Asbesto Cero."
1164956-35-O125,Mejoramiento Cubiertas Conj. Habit. M. Rodríguez,5,2025-09-08T15:00:00,Publicada,"Mejoramiento Conjunto Habitacional Manuel Rodríguez, consistente basicamente con el cambio de cubierta de asbesto cemento dentro de la componente de estructura de techumbre del conjunto."
1164956-41-O124,Prog. Pav. Participativos 32 Llamado RM Agrup. 8,8,2024-08-21T10:00:00,Adjudicada,"Ejecución de obras que mejoren el estándar del pavimento. Comunas de Padre Hurtado, Calera de Tango y Peñaflor."
1172239-6-LR25,Recursos Didácticos Deportivos y Musicales,6,2025-08-14T13:22:00,Cerrada,"Suministro de Recursos Didácticos, Artículos Deportivos e Instrumentos Musicales para Establecimientos Educacionales del Servicio Local De Educación Pública De Valparaíso Años 2025-2026-2027"
1175-134-LE25,LIC. 144.25 ADQ. ANALIZADOR COMP. CORPORAL H. MAK,6,2025-08-14T15:30:00,Cerrada,"Se requiere la ADQUISICIÓN DE ANALIZADOR DE COMPOSICIÓN CORPORAL PARA EL PROYECTO DE NORMALIZACIÓN HOSPITAL MAKEWE, nuevo y sin uso. Las características técnicas, se detallan en el ANEXO Nº3 de las presentes bases. Debe cumplir con todas las características marcadas como obligatorias para que la oferta sea admisible."
1175-135-LE25,125.25 SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO EQUIPOS UPS DEL HOSPITAL CARAHUE,6,2025-08-14T15:30:00,Cerrada,125.25 SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO EQUIPOS UPS DEL HOSPITAL CARAHUE
1175-141-LR25,111.25 SUMINISTRO INTEGRAL DE GAS LICUADO,5,2025-09-22T15:30:00,Publicada,"111.25 “SUMINISTRO INTEGRAL DE GAS LICUADO PARA VARIOS ESTABLECIMIENTOS SSAS"""
1176812-13-LE25,CONSERVACIÓN JARDÍN INFANTIL Y SALA CUNA LLANOS DE OLLANTAY COMUNA DE COPIAPÓ,5,2025-08-25T16:00:00,Publicada,"CONSERVACIÓN JARDÍN INFANTIL Y SALA CUNA LLANOS DE OLLANTAY, COMUNA DE COPIAPÓ"
1176812-20-LE25,PROYECTO DE CONSERVACIÓN DEL JARIDN MI PEQUEÑA EST,5,2025-08-25T16:00:00,Publicada,PROYECTO DE CONSERVACIÓN DEL JARIDN MI PEQUEÑA ESTRELLA
1176812-21-LE25,PROYECTO DE CONSERVACIÓN DEL JARDIN PUEBLITO SAN F,5,2025-08-25T16:00:00,Publicada,PROYECTO DE CONSERVACIÓN DEL JARDIN PUEBLITO SAN FERNNADO
1176812-25-B225,Proyecto conservación de J.I Corona del Inca,5,2025-09-03T15:00:00,Publicada,"Suministrar al Jardín Corona Del Inca, del Servicio Local de Educación Atacama, de la infraestructura necesaria y optima, con el fin que nuestros estudiantes tengan una educación de calidad."
1177296-12-LP25,Auditoría en impacto cuidado alternativo,7,2025-08-14T15:31:35.713,Desierta (o art. 3 ó 9 Ley 19.886),"AUDITORÍA SOBRE LA GESTIÓN E IMPACTO A LA LÍNEA DE ACCIÓN CUIDADO ALTERNATIVO, QUE ADMINISTRAN ORGANISMOS COLABORADORES DEL SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA"
1177296-15-LE25,LICENCIAS ADOBE,8,2025-07-10T15:00:00,Adjudicada,"Contar con licencias de herramientas para la edición y diseño, para la utilización de los funcionarios/as del Servicio Nacional de Protección Especializada a la Niñez y Adolescencia. Tratándose de las claves de acceso, una vez obtenidas estas serán entregadas según disponga la jefatura del Departamento de Tecnología y Sistemas, conforme a la labor que desempeñe cada uno de los funcionarios/as."
1178-24-LE25,POLVO ROCA,5,2025-08-25T17:00:00,Publicada,"POLVO ROCA PARA LAS OBRAS DE CONSERVACION DE LAS RUTAS D-271, D-365, D-283 Y D-393"
